listing_id,description,room_type
19845637,Cosy bedroom complete with fort,Private room
19847065,"Gorgeous UWS apt, close to culture and nature!",Entire home/apt
19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,Entire home/apt
19848191,Crown Heights 2 Bedroom Apt.,Private room
19848536,Cozy room with a bathroom,Private room
19850113,Cozy Bright in Kensington by trains,Private room
19853102,Fanta Sea Home,PRIVATE ROOM
19859156,Spacious room in Williamsburg.,PRIVATE ROOM
19860903,"Charming Two Bedroom in Brownstone, BedStuy :)",Entire home/apt
19861088,Cozy & Quiet Harlem Studio,Entire home/apt
19867655,Williamsburg Brooklyn,ENTIRE HOME/APT
19867930,"Peaceful Private Attic Bedroom, Living Room & Bath",Private room
19874046,"Kew Gardens, New York",entire home/apt
19876641,Boho Brooklyn nest,Entire home/apt
19878366,"@Ferry,Large Private Rm,Renovated/Stylish,Views...",PRIVATE ROOM
19884639,"#3 Bright And Cozy Room, 30 minutes to Manhattan",private room
19885344,"Spacious, Airy, Private Bedroom",Private room
19886609,The Magnificent,private room
19887405,Elegant Arty Studio In Brooklyn,entire home/apt
19887942,Unique 3 bedroom apartment in Bed-Stuy come all,Entire home/apt
19888160,Cool Room + Private Bathroom | Hip Location!,PRIVATE ROOM
19888622,Beautiful two bedroom apt in Crown Heights/Bedsty,entire home/apt
19891174,Bright Room in the great neighborhood ofPark Slope,Private room
19891590,"Serene & Cozy 1bed w/backyard, Great Location",Entire home/apt
19891602,Bright mid-century brownstone apt,Entire home/apt
19892549,Central Harlem- 15 Min to Times Square,Entire home/apt
19893872,Art Lovers Paradise in Upper Manhattan,private room
19894567,"#2 Newly Renovated Room , 30 minutes to Manhattan",Private room
19894733,"Cozy, Clean, tidy budget room",private room
19898570,Cosy Studio in Rego Park,entire home/apt
19902776,Beautiful 2br apt. in heart of historic Harlem,entire home/apt
19904670,Cozy private room near cafes and subway,private room
19906460,Luxury 2 Beds 1 Bath by  lincoln center,entire home/apt
19906528,Calm and cozy bedstuy room,private room
19906578,Charming studio in the heart of Williamsburg,entire home/apt
19907176,"Upper West side,Lincoln center,Luxury 2Bed 2Bath",ENTIRE HOME/APT
19907609,"Upper West side, 2 bed 2 Bath",entire home/apt
19908088,Luxury Apartment in NYC Financial District,entire home/apt
19910952,RELAX & UNWIND - Classy Unique HOUSE for 9 People,Entire home/apt
19911620,Long Stay at Central Park West,ENTIRE HOME/APT
19911921,Cozy 1 bedroom in the heart of E. Village,Entire home/apt
19912065,"Nice walk-in studio in  Sheepshead Bay, Brooklyn",Entire home/apt
19912256,"Luxury Williamsburg duplex, private roof terrace",ENTIRE HOME/APT
19912495,Clean Studio in Soho and Little Italy,Entire home/apt
19913070,Spacious loft with Balcony sleeps TWO,Entire home/apt
19913191,NEW YORK CENTRAL APARTMENT/TIME SQUARE,Entire home/apt
19915204,BRIGHT LUXURIOUS MASTER BEDROOM,PRIVATE ROOM
19915657,SUNNY PRIVATE ROOM,private room
19915939,GORGEOUS LARGE BDR CLOSE TO MANHATTAN,private room
19919747,Awesome Times Square 1 BR Loft in City Centre,Entire home/apt
19923041,ॐ Private Room in Yoga Retreat Center - Brooklyn ॐ,private room
19923377,Cozy Brightly Lit Room in Huge Loft Space,Private room
19924521,Artist Loft in Prime trendy East Williamsburg!,ENTIRE HOME/APT
19925397,"Modern, big and comfy space in the heart of NYC",entire home/apt
19929279,Awesome 2 Bedroom Brooklyn Apartment / Sleeps 6,Entire home/apt
19929723,Cozy And Quiet Getaway (Queen Size Bed),Private room
19930489,Traveler/Student Prvt Rm w/  1/2 Bath (001),Private room
19930835,Cozy And Quiet Single Room  (003) A/c in sunmmer,Private room
19931069,Amazing Studio step away from the Time Sq/74B,ENTIRE HOME/APT
19932387,Welcome 2 rooms 10 min to airports 30 mins to NYC,Private room
19940173,Amazing Cozy Upper East Side Private Artistic Flat,ENTIRE HOME/APT
19942348,Sunny and Airy FiDi Studio,ENTIRE HOME/APT
19943029,Entire Historic Brownstone Apartment-Outdoor Space,Entire home/apt
19943741,¡AMAZING PENTHOUSE IN SOHO (Nolita-1BR)!,Entire home/apt
19944880,The Bedford,entire home/apt
19945327,"Apartment for One Person Midtown, Doorman Building",Entire home/apt
19945408,Amazing Condo with the Terrace step at Time Sq/55B,Entire home/apt
19946195,BK Master bedroom with King sized bed,Private room
19948618,Amazing studio step away from Time Square/54B,Entire home/apt
19949138,Classic Artist Loft,Entire home/apt
19949634,Dupont Duplex,Entire home/apt
19951170,Charming Modern Apartment,Entire home/apt
19951620,Furnished Historical Townhouse,entire home/apt
19951681,"Great apartment , Astoria , NYC .",Private room
19952747,BEAUTIFUL PRIVATE ROOM,private room
19952847,Spacious 2 BDR APT BROOKLYN Sleeps 8!,Entire home/apt
19954751,Fascinating Modern Apartment - 5 mins Time Square,Private room
19960507,Huge Loft Space in Red Hook,Entire home/apt
19963733,"Prewar duplex, 3 bedrooms, minutes from everything",entire home/apt
19964070,Artsy 1BR/1BA high wood ceilings steps from water,Entire home/apt
19964109,Hendrix Street Gem Rm #2,private room
19964262,Hendrix Street Gem Rm #3,Private room
19964343,Brooklyn Apartment,Entire home/apt
19964849,Modern large 2 bedroom steps from Central Park!,Entire home/apt
19965684,Lovely 1st floor studio,Entire home/apt
19967115,Large 1st floor apartment at fantastic location!,Entire home/apt
19968221,"Artist's Townhouse w/ garden, grill -near subway",ENTIRE HOME/APT
19968388,Beautiful Bedroom in Washington Heights,Private room
19969420,Bright Private Bedroom by Wall Street,private room
19970216,Cozy 1 bdrm apt in the heart of hippest LES hood,entire home/apt
19970249,Private room in the heart of Williamsburg,Private room
19970764,"BRAND NEW MODERN 2BR 1BA,HEART OF LOWER EAST SIDE!",entire home/apt
19974905,Esteem's Place,Shared room
19979892,"Sheepshead Bay, 1-bdr apartment. Close to all!",Entire home/apt
19981649,"Big, Bright, Beautiful Private Apartment",entire home/apt
19981671,DaDukes Dreams,Private room
19981877,Private room (bright and clean) Manhattan NYC,private room
19981889,Huge Private Bedroom in Harlem,Private room
19982386,"Rare Find: SUNNY, LARGE DUPLEX Chelsea 2BR 2BA",Entire home/apt
19983575,Private long room in Manhattan NYC,Private room
19984925,Private room (cozy and clean) Manhattan NYC,Private room
19985425,Newly Renovated/Private Apt/1-br by Park and Metro,Entire home/apt
19986637,Lovely City Retreat,Private room
19991488,Private comfortable room in BK close to Manhattan,Private room
19993084,Large Room With 2 Queen Beds Close to Metro,PRIVATE ROOM
19993470,Classic Manhattan Loft Apartment,entire home/apt
19996830,Large sunny room near park & trains,Private room
19998689,Sunny & Cozy Room in Top Floor Apt with Terrace,private room
19998918,Prime Upper East Side Studio,Entire home/apt
19999527,★ Comfy Couple's Getaway ★ Walk/Transit Score 85+,Private room
20000184,"Master Bedroom with Own Bathroom, near subway",Private room
20000290,Unique Place in New York City,Entire home/apt
20001006,Spacious Room in Modern Duplex Loft,Private room
20001157,CROWN HEIGHTS GUEST HOUSE 2R2L3R3L,ENTIRE HOME/APT
20006934,2 bedroom next to Times Square & Central Park,Entire home/apt
20008527,Large private room in Manhattan NYC,Private room
20011863,$47/day Private ROOM! BETTER THAN HOSTEL! In Bklyn,PRIVATE ROOM
20013255,Lavish Private bedroom by central park,Private room
20013531,"MARTIAL LOFT 3: REDEMPTION (downstairs, 1st room)",Private room
20014072,Room for one at Stella's place,Private room
20014879,Spacious Furnished Room steps away from Cloisters!,Private room
20014895,"Trendy, Bright and spacious 1BR apt East Village",Entire home/apt
20016090,Comfort of home in the center of it all!,Entire home/apt
20016493,"ART LOFT/HOME:  DINNERS, GATHERINGS, PHOTO",Entire home/apt
20017121,Spacious 2 bedroom apartment,Entire home/apt
20017161,Amazing location across from Park and Subway,ENTIRE HOME/APT
20017584,Large Room with Private Entrance Close to Metro,Private room
20017753,Super Clean Room For 2 - Close To Metro,PRIVATE ROOM
20022549,"Comfy “sofa bed"" next to LGA AIRPORT and #7 train",Shared room
20026248,Beach House,ENTIRE HOME/APT
20026598,Bushwick gem with private garden patio.,ENTIRE HOME/APT
20026998,1 Bed garden apt in Classic Brownstone - sleeps4,entire home/apt
20028846,"Extremely Large, Beautiful 2 Bedroom -Union Square",Entire home/apt
20030871,Williamsburg Bedroom w/Private Terrace!,Private room
20031027,Beautiful + Unique + Large 1BD in East Village,ENTIRE HOME/APT
20031965,HOUSE WITH 2 ENTRANCES 15min TO MANHATTAN,Entire home/apt
20033157,"Large, bright bdr in a luxury bdg in Mid East",private room
20034180,AG's palace 2,PRIVATE ROOM
20034244,Two rooms in one. A family friendly neighborhood.,Private room
20035645,Basement Studio Apt in a quiet area close to all,Entire home/apt
20044802,AG's Palace 3,Private room
20047896,Clinton Hill Apartment With Large Private Balcony,entire home/apt
20049857,Pre-War Brownstone 2 Blocks from Central Park,Entire home/apt
20053253,Luxurious apartment-private bed & private bathroom,Private room
20053839,Greenpoint Guesthouse with 2 Private Patios,entire home/apt
20054294,Sunny room in lovely modern building,PRIVATE ROOM
20054438,Bright Bedroom,Private room
20055242,Loring Estate,Entire home/apt
20055311,Cozy Basement Apartment near RUMC Hospital,Entire home/apt
20056034,Charming studio in the heart of Astoria,Entire home/apt
20057317,Cozy well decorated/located studio in Astoria,ENTIRE HOME/APT
20057450,"Single Apt,Near DNR train,Fast travel to Manhatan",Entire home/apt
20058138,"Large, quiet luxury home in Manhattan",Entire home/apt
20067361,"Private bedroom available in Bed Stuy, Brooklyn",Private room
20070187,Artist's Abode Across from Prospect Park,entire home/apt
20070296,"Stunning Brooklyn Heights House, Manhattan 5 mins",entire home/apt
20070549,"Bklyn private room and private bathrm by F,G train",Private room
20073959,Crown Heights Guest House 2L,ENTIRE HOME/APT
20075554,CROWN HEIGHTS GUEST HOUSE 2L2R,Entire home/apt
20082404,Charming room in mid-century comfort and quiet.,Private room
20085006,Bright & Beautiful Brooklyn Boudoir and more! ☺,Entire home/apt
20085472,Prime Bushwick location w/ washer/dryer + rooftop!,Private room
20089288,"#4 Cozy And Bright Room, 30 Minutes to Manhattan",private room
20089597,Time Square Private Studio,entire home/apt
20089645,近JFK 机场和地铁,private room
20089962,"Cozy room weekly , 35 minutes far to Manhattan",Private room
20092176,Large suite with private bathroom (15 min to city),Private room
20092506,Master room W OWN bathroom,Private room
20111316,Home away from home,private room
20111383,Cozy comfortable Apartment Share with Sleeper Sofa,Shared room
20115612,Spacious private room near central park,Private room
20118160,"Big guest room,queen bed,Cozy decoration apartment",Private room
20119649,CROWN HEIGHTS GUESTS HOUSE 3L,Entire home/apt
20120690,Modern Williamsburg Penthouse,Entire home/apt
20120848,Gramercy Park Prewar Studio w/ Outdoor Space,Entire home/apt
20120907,Hip flat in the heart of Astoria,Entire home/apt
20121308,Spacious room w/Private Roof Deck in Shared Apt,private room
20124372,"LOVE MANHATTAN 1
NEAR TO YANKE STADIUM",Private room
20127311,Peaceful apartment,Entire home/apt
20130471,Peaceful home in Bedstuy,Private room
20131833,"Designer Chelsea Loft: 2 bedrooms, 2 bathrooms",Entire home/apt
20133468,★ Business Getaway ★ Cozy & Warm | Laptop Friendly,Private room
20134321,1-BR Apartment in the Heart of Williamsburg,Entire home/apt
20134453,Modern 1 Bedroom Near Union Square & East Village,ENTIRE HOME/APT
20134851,"Bright, airy loft in Bushwick's street art scene",ENTIRE HOME/APT
20135169,New Amazing Apartment In Washington Heights,Entire home/apt
20135361,Incredible Views! Zen-Style Residence In The Sky,ENTIRE HOME/APT
20135558,"Awesome Newly Renovated 2-bdrm. - E,F,J trains.",Entire home/apt
20136121,1 BD cozy house near beach,ENTIRE HOME/APT
20136828,2 BD cozy house,entire home/apt
20136870,1 BEDROOM CENTRAL PARK / BALCONY /COLUMBUS CIRCLE,Entire home/apt
20137576,Room in a charming and spacious apartment in DUMBO,Private room
20138516,"Private, elegant, apartment with beautiful garden",entire home/apt
20139305,Spacious 1BR near park & subways,Entire home/apt
20139611,"R#1Very nice, comfortable, quiet and peaceful room",Private room
20141920,"12 Mins to Manhattan, 25 Mins to Times Square.",Entire home/apt
20147628,Beautiful modern apartment with private deck!,entire home/apt
20148616,1 BEDROOM / HIGH FLOOR / BALCONY /COLUMBUS CIRCLE,ENTIRE HOME/APT
20149300,Crown Heights Guest House 3R3L,Entire home/apt
20151455,CHARMING ROOM,Private room
20153406,1 bedroom by Empire State Building/Penn Station,Private room
20154569,"Flatiron Loft 3BR/1.5 Bath Best Location
30 days",ENTIRE HOME/APT
20155633,The Emerald of Queens/30 mins from NYC!,PRIVATE ROOM
20155838,Clean homey renovated convenient 15m to Manhattan,private room
20155864,"New house in Rockaway Beach, NYC!",Entire home/apt
20156382,"The BABY ""O""",Private room
20163695,"*Spacious* Artist’s Home, mins to NYC, near train",ENTIRE HOME/APT
20163793,Spacious Studio in Residential Neighborhood,Entire home/apt
20164923,1BR w/ Private Bath - Brooklyn Loft with Roof-deck,PRIVATE ROOM
20165918,Private Room near LGA,PRIVATE ROOM
20166644,"Cozy, Quiet Convenient in Prime Soho",ENTIRE HOME/APT
20170372,Spacious room an beautiful view to pedestrian zone,PRIVATE ROOM
20170965,Luxe Restored Catholic Church turned Apts 1BR/.5Ba,Private room
20171018,Comfortable convenient Williamsburg bedroom!,Private room
20171179,"House of Rain
(Because I’m a pluviophile)",private room
20171270,Neat Cozy  room plus private entrance PAID parking,Private room
20171599,Luxury mini Suite.,Entire home/apt
20171625,Apt. & the City.,Entire home/apt
20173075,Spacious bedroom with private entrance + roofdeck,PRIVATE ROOM
20173308,Cozy Private Rm #2C Two Beds Near JFK and J Train,Private room
20173972,Spacious bedroom w/ private entrance + roofdeck,Private room
20175117,Charming One Bedroom Apt on the Upper East Side.,entire home/apt
20175580,Times Square Cozy Bedroom in Luxury Building,Private room
20176000,Heavenly Pad!!!,PRIVATE ROOM
20177584,"Bright, Clean, Modern 1 BR Rooftop & Gym",Entire home/apt
20183458,Times SQ 15 min away. Big sunny apartment!!! Rare!,Entire home/apt
20183579,Regina's Dainty One bedroom Apartment close to All,Entire home/apt
20183883,Time Square & Central Park Condo Sleeps6,entire home/apt
20184035,La Sienna  - Studio Apartment,Entire home/apt
20185035,Cozy Bright Room in Greenpoint,Private room
20187293,GiGi's Stunning Place,Entire home/apt
20187779,Beautiful bright  room Near JFK & J Train#2,PRIVATE ROOM
20189290,"Large and in charge: pvt ""dungeon"" apt. ❤️❤️❤️❤️❤️",Entire home/apt
20190740,Cozy Family Condo Bed Stuy (with amenities!),Entire home/apt
20191216,Historic Landmark Neighborhood - Upper East Side,Private room
20191991,"Entire PVT 3BR townhouse apt, Brooklyn.❤️❤️❤️❤️❤️",Entire home/apt
20192860,15 Minutes Manhattan+Private Bathroom+Huge Balcony,Private room
20194342,Two private bedrooms; feet from subway (6),Private room
20194665,"20min To Times Square, 10min LGA",PRIVATE ROOM
20194791,15 Minutes  to Manhattan and Safe Neighborhood!,private room
20194913,Sweet room with private bathroom.,private room
20194954,Relaxing & cozy apt in Brooklyn mins to Manhattan,Entire home/apt
20195496,Serenity and Ease in Brooklyn!,Private room
20196339,Private Guest Suite  Less than 10 min to JFK :),Entire home/apt
20202971,Immaculate one bedroom in midtown Manhattan,ENTIRE HOME/APT
20203086,Crown Heights! Newly remodeled suite pvt entrance,Entire home/apt
20203433,Modern & Bright  2BR Entire Apt w/ Private Terrace,entire home/apt
20204527,Spacious homey clean convenient 15m to Manhattan,PRIVATE ROOM
20204751,Bright 3 bedroom loft in the heart of soho.,Entire home/apt
20205846,Cozy room+15mins Manhattan/15mins Laguradia,Private room
20206733,Cute Bedroom Available in Heart of Williamsburg,PRIVATE ROOM
20208354,Bed Stuy Hideaway,Private room
20208787,Renovated 1br w/ private bath steps from the train,Private room
20209878,Haven in the Heights: stylish home away from home,entire home/apt
20211737,Spacious room in beautiful apartment,PRIVATE ROOM
20212707,"Quite, clean & relaxing double bed room",Private room
20213045,Spacious and Modern 2 Bed/2.5 Bath Dream Townhouse,entire home/apt
20213659,"MASTER, NEW, PRIVATE BEDROOM, 10 MINS from JFK",Private room
20213973,EXTRA LARGE PRIVATE BEDROOM,private room
20214413,Bed Stuy Beautiful !!!!,Entire home/apt
20215712,The Bad Pad,ENTIRE HOME/APT
20216170,"Cozy, Sunny, Spacious 1 Bedroom Gem in Greenpoint!",entire home/apt
20218990,"Cozy Two-Bedroom near Manhattan, airports & more!",Entire home/apt
20223927,"True Skyline View, minutes to Manhattan",Private room
20224936,Super Cute Studio in Heart of Greenpoint,Entire home/apt
20227210,"Sunny one-bedroom apt., close to Prospect Park",Entire home/apt
20227428,Douglaston Apartment Room A,Private room
20228284,"Harlem 1 BR apartment w/ washer&dryer, near subway",Entire home/apt
20230482,Mishay's Hut,Entire home/apt
20231046,Newly renovated 2 bed/2 bath in heart of Bushwick,entire home/apt
20231900,Argyle Road Brooklyn,Entire home/apt
20231901,Spacious/ elegant one bed apt. - perfect location,ENTIRE HOME/APT
20232745,SweetSpot in Pelham Pkwy S.E. Bronx NY 5 Star stay,Private room
20233308,Quiet/clean 1br WashHeights/Inwood Entire apt,ENTIRE HOME/APT
20234416,Amazing 1100 Sqft 2 Bd Penthouse in Williamsburg,Entire home/apt
20234674,"Pretty, 775 sq ft, 1.75 BR, Manhattan Apt.",Entire home/apt
20235849,Oasis in NYC - large UES studio near Central Park!,entire home/apt
20242938,Belo Quarto/w/UPGRADE to entire apartment,private room
20245577,Big guest room on Upper west side,Private room
20249492,2BR PH Loft and Executive Office Central Manhattan,ENTIRE HOME/APT
20253164,"Cozy room with balcony, 15min Manhattan",Private room
20253237,Spacious 1 bedroom on Hamilton Grange - Entire Apt,Entire home/apt
20257357,Cute Cobble Hill Apartment with NYC Skyline Views,ENTIRE HOME/APT
20257840,Elegant Oasis in the Upper East Side,Private room
20263109,Modern Studio Loft in the heart of Sea Port,ENTIRE HOME/APT
20264224,"Bright, cozy room 30mins from downtown Manhattan",private room
20265425,Welcome to New York City,Entire home/apt
20265742,modern duplex in classic brooklyn brownstone,Entire home/apt
20267865,Your home away from home in New York City.,private room
20269650,Cozy Hell's Kitchen/ Time Square Apartment- 2 BRM,Entire home/apt
20271739,Charming Luxury Loft near Barclay & Green Building,ENTIRE HOME/APT
20274278,Brooklyn in the house Private Apt Midwood Q subway,Entire home/apt
20275223,FULL BED/Spa Amenities for Sophisticated Travelers,Private room
20275670,Amazing Studio step away from Time Square/53C,entire home/apt
20277166,Spacious Brooklyn home 2bdrm near Prospect Park.,ENTIRE HOME/APT
20278421,Bright Bohemian living space & bedroom,private room
20279672,Serene queen sized bedroom,Private room
20279823,Charming & artsy cozy one bedroom Apt.,Entire home/apt
20282957,Newly renovated 2 bedroom with FREE WIFI,entire home/apt
20283433,Williamsburg Apt: Near Train & Close to Waterfront,Private room
20284068,Crown Heights Apartment,Entire home/apt
20284463,"Relaxing, White Room in Upper Manhattan w/ rooftop",Private room
20284711,Studio step away from Time square/73B,ENTIRE HOME/APT
20285167,Room-Sofa Bed-Hell's Kitchen-Close to Everything,Shared room
20286743,New  convenience room w/ major subway lines near,Private room
20286744,Modern Extra Large Super Sunny Private Bedroom,Private room
20291879,Photography Bedroom in Modern Brooklyn Flat,private room
20296968,Quiet Hells Kitchen Studio steps from Times Square,entire home/apt
20299266,West Village Gem - Renovated 3 Bedroom Apt!,entire home/apt
20300137,Modern and Stylish 1 Bedroom in East Village,entire home/apt
20303322,"Quiet,Comfy&Spacious Room near F/G train",PRIVATE ROOM
20304193,"Quiet,Comfy&Spacious Room near F/G train",Private room
20304291,Cozy&Comfortable room in Manhattan/ East Harlem,Private room
20304654,"Cozy room in the middle of LES, SoHo",Private room
20305451,Best of Brooklyn & Beside Manhattan!,Entire home/apt
20306155,The Rosedale Palace Master room,PRIVATE ROOM
20306217,The inner palace,PRIVATE ROOM
20306746,The Grace palace,Private room
20308615,Your Oasis in The Bronx!,entire home/apt
20308927,"Huge Brownstone duplex w/garden, Park Slope, BK,NY",Entire home/apt
20309089,Home Sweet Home,Entire home/apt
20309202,Private Bedroom w River View in Downtown Manhattan,Private room
20309353,Bright private bedroom in prime Williamsburg apt,Private room
20319662,Warm Sunny Penthouse w/Private Bathroom + Patio,PRIVATE ROOM
20323803,Loft room - Lower East Side (Downtown Manhattan),Private room
20325356,"Sunny, Spacious and Perfect Village Location",entire home/apt
20325804,Downtown Manhattan  large studio with terrace,entire home/apt
20326252,"1 Br Garden Apt own Pvt space in St.Albans,Queens",entire home/apt
20326395,"Spacious 1 bed/1 bath home, 3A",Entire home/apt
20330822,Charming Quiet Entire 1 bdrm Duplex UWS + Terrace,Entire home/apt
20331226,Private Blu Suite 1BR Brownstone 1st Fl Harlem NYC,Entire home/apt
20331995,Two Bedroom Apartment Queens Near  Subway to NYC,ENTIRE HOME/APT
20332555,Beautiful Apartment near Times Square Central Park,entire home/apt
20332842,Times Square Summer Retreat,Private room
20333471,★Hostel Style Room | Ideal Traveling Buddies★,PRIVATE ROOM
20333831,Basement Suite w/Private Entrance,Entire home/apt
20337158,Comfy HP“TWIN BED” 5 mins to LGA-US OPEN & 7 train,shared room
20346887,The Heights,PRIVATE ROOM
20353880,Spacious Home In South Brooklyn,PRIVATE ROOM
20355471,Large and quiet 1 BR in heart of Greenpoint,Entire home/apt
20356040,Sunny Spacious room near central park,PRIVATE ROOM
20356506,Beautiful Studio Right Next To Times Square!,Entire home/apt
20356797,New York Apartment in Queens,Entire home/apt
20356865,"Cute, spacious, windowlit room in Williamsburg",Private room
20356917,SoHa Jewel,private room
20357796,True Upscale Room Experience. Amazing,Private room
20362385,"Convenient bedroom, Great location, Close to all",Private room
20363178,Small room for travelers in fresh and clean apt,Private room
20363207,Sophisticated & Modern NYC Urban Jewel Box,ENTIRE HOME/APT
20364111,Never Stop Exploring,Entire home/apt
20364240,Sunny lifestyle room,PRIVATE ROOM
20365504,Cozy apartment in Cobble Hill,Entire home/apt
20379446,Bedroom in bright cozy duplex w/ private rooftop,Private room
20385039,Air mattress boudoir [BEST RATES],Shared room
20385467,Cozy and luxurious suite away from home,Entire home/apt
20387244,Comfy and Cozy [BEST RATE],Private room
20387644,Beautiful urban 2BR with private deck and yard!!!,entire home/apt
20387815,Quiet Harlem Studio w/ Backyard & Close to Train,entire home/apt
20388056,studio in gramercy park,Entire home/apt
20390763,Private Guest Room in Manhattan,Private room
20392393,Cozy midtown apt next to metro & Empire State bldg,Entire home/apt
20393120,Amazing Art Deco studio with backyard in Manhattan,Entire home/apt
20395432,Bright Beautiful Creative Luxury 1BR Williamsburg,entire home/apt
20395608,★ Warm NYC Getaway ★ | Walk/Transit Score 85+ |,Private room
20395737,"Penthouse apartment, 3 bedrooms, great location.",Entire home/apt
20403568,Guest Suite in beautiful Brooklyn Brownstone,ENTIRE HOME/APT
20405148,"Clean, Near Central Park and Subway",Private room
20405868,"Large 1BR in Bay Ridge, Brooklyn",ENTIRE HOME/APT
20405958,2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,Entire home/apt
20406102,Union SQ / Cozy & Quiet Room ! 5mins to Times SQ,Private room
20406627,Clean and cozy room!!!! Close to Everything!!!!,PRIVATE ROOM
20406982,"Spacious and Cozy apartment, minutes to Manhattan!",Private room
20407916,Renovated 3 BED 2 BATH Williamsburg Townhouse APT,Entire home/apt
20409753,COZY NEST/Coffee and Bagel,SHARED ROOM
20412884,2 Bedroom + 2 Bathrooms | Excellent Location,Entire home/apt
20417878,Simple Room in Heart of Crown Heights (Women Only),Private room
20418684,East Village / Alphabet City 1BR,entire home/apt
20420311,Efficiency-like rental,Private room
20420499,Urban Oasis,private room
20424288,Quintessential Soho Loft,entire home/apt
20425060,Warm and Inviting Getaway,private room
20425579,Beautiful 2 Bedroom apt. close to Times Sq.,Entire home/apt
20425764,Cozy Bright 3bedroom apt. 10 min from times sq.,Entire home/apt
20426726,Brooklyn's finest,private room
20427684,"TWIN BED. Walk to US OPEN, LGA AIRPORT & CITIFIELD",shared room
20433620,Time square/ Bryant park,Entire home/apt
20433673,Tiny Apt,Private room
20435636,Stay like a local in Willamsburg/Greenpoint - NYC,Private room
20436075,"Douglaston apartment Room B
(2nd room )",PRIVATE ROOM
20436117,"Bright, Clean, Private - 10 Minutes to Manhattan",Entire home/apt
20437233,Comfy room with great bed and private bathroom,private room
20440432,Awesome Room 15 Minutes from Time Square,Private room
20440757,GREEN  OASIS,PRIVATE ROOM
20445845,Urban Fun House in Heart of Williamsburg Brooklyn!,entire home/apt
20451100,Quiet haven 15 mimutes to Time square,Private room
20454481,Cute Studio In Riverdale NYC,entire home/apt
20457624,The Suite Spot! Queen Tempurpedic in Luxury Apt,PRIVATE ROOM
20459741,Brooklyn Gem,Private room
20459818,Size  and Comfort  Matter!,Entire home/apt
20466016,Feel at Home in this Lovely 1 Bedroom in Flushing,Entire home/apt
20467141,Private Bed and Bath by Morningside/Central Park!,Private room
20469195,"Secluded Room in EV, Private Patio, Open Kitchen!",private room
20474033,The Apollo,Entire home/apt
20476397,Bright & Comfy 2-BR in heart of Greenwich Village,Entire home/apt
20476779,Enjoy Manhattan without paying Manhattan prices,Private room
20479197,The Cozy Corner - Private Room w/ Laundry,Private room
20479960,Garden mini apt minutes from Manhattan (studio),Entire home/apt
20480431,Charming home away from home,Entire home/apt
20480983,Unique Exposed Brick Loft Studio in Townhouse,Entire home/apt
20482130,Beautiful space in Clinton Hill,Private room
20482151,Times Square Luxe Studio with Amazing Amenities,Entire home/apt
20483744,Be a local in Midtown Manhattan!,Private room
20485253,Spacious Bedroom in Luxury Downtown,private room
20493318,Oasis in Brooklyn,Private room
20494672,Private top-floor in owner occupied  Brownstone,ENTIRE HOME/APT
20497487,Cozy Entire Apartment near Time Square.,Entire home/apt
20498653,Bushwick Renovated Apartment,Private room
20499320,Electric NYC + Luxury Room = Best vacation ever!,Private room
20499692,Spacious Chelsea Condo MUST SEE,ENTIRE HOME/APT
20501156,H.O.M.E (House of M.D. Experience),Entire home/apt
20503833,Private Room By Central Park,Private room
20506481,Cozy Chelsea Apartment,Entire home/apt
20511790,JFK Walk-Up Get-Away!,entire home/apt
20515035,MASSIVE ROOM IN BEAUTIFUL HARLEM BROWNSTONE,Private room
20516112,"Sunny, spacious room in Williamsburg Brooklyn Apt",PRIVATE ROOM
20517554,"*Light & Love* vibrant, historic, sleeps 4",Entire home/apt
20518193,Luxurious 4 Bedroom 2.5 Bath Duplex in Brooklyn,entire home/apt
20518456,Bright & Luxurious Studio in Financial District,ENTIRE HOME/APT
20521505,1 BR Suite Minutes to Botanic Gardens!,Entire home/apt
20522061,Fabulous flat iron 2 bedroom 2 bathroom,Entire home/apt
20523741,Cozy Mini Studio Prvt Bath & Kitchen 15 Mins JFK,Entire home/apt
20523843,"MARTIAL LOFT 3: REDEMPTION (upstairs, 2nd room)",PRIVATE ROOM
20524177,"Big Apt/big bedroom,  71st & 1st Ave",Private room
20529328,Double Bed Private Retreat,Private room
20529760,Excellent Double Room,PRIVATE ROOM
20530264,Great Single Room,Private room
20532190,Brooklyn Garden Apartment,ENTIRE HOME/APT
20535581,Private Room in a Modern Fort Greene Apartment,Private room
20541715,Comfort Zone/spacious condo/3 minutes from subway,ENTIRE HOME/APT
20542273,Bright & Sunny Prime Williamsburg Private Room,Private room
20542510,Room 1 Private Lower Level Getaway w/ Window  (Lower Level 1),private room
20547687,Newly listed stylish 2BR duplex in East Village,Entire home/apt
20552326,Bedroom #1  in Queens,private room
20553159,VERY SPACIOUS COZY ROOM IN HIP EAST VILLAGE AREA,private room
