listing_id,description,room_type
261194,Cozy Artist Duplex **Bedstuy Charm**,ENTIRE HOME/APT
261344,Inspired in Historic Downtown NYC!,Private room
262343,Cozy & Clean Lower East Side Apt.,entire home/apt
262405,Spacious Townhome Apt in Brooklyn,Entire home/apt
262583,Landmark 2 Bedroom West Village NYC,Entire home/apt
263005,2 bedroom apt in charming brick townhouse,Entire home/apt
263190,Room in East Village with Private Entrance,Private room
263232,Cozy&Clean in a great neighborhood,Entire home/apt
263776,City Skyline Views from every room!,private room
263888,Contemporary & Classic Sanctuary on the Hudson,Entire home/apt
264323,Comfortable Manhattanville,Private room
265036,Private room w/ queen bed + rooftop,Private room
266146,Beautiful studio by Central Park,Entire home/apt
266155,One bed suite with private garden,entire home/apt
266449,2 Bedroom Gem - Prime LES Location,entire home/apt
267376,BIG ROOM / DOWNTOWN  LOFT /,Private room
267435,Large Sunny Bedroom in QNS NYC,Private room
267535,Home Away From Home-Room in Bronx,private room
267652,Private clean pleasant spacious room.,Private room
267708,"Charming Hotel Alternative
Mount Sinai",Private room
268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,ENTIRE HOME/APT
268868,Hudson Yards with views of The Highline Park,Entire home/apt
269283,Brooklyn: A Huge Bedroom + Good Vibes,Private room
269889,One stop from Midtown Manhattan!,PRIVATE ROOM
270139,"Private Room Very Near L train, Bushwick",PRIVATE ROOM
270231,Cozy New York  City private room,Private room
270315,Bed-stuy Royal Room,Private room
270345,SUPER CUTE EAST VILLAGE APARTMENT,Entire home/apt
270680,GREAP STUDIO / 4PPL IN MIDTOWN,Private room
271083,Sleep & Wake near Botanical Gardens,Entire home/apt
271128,Tranquil in the heart of Brooklyn 2,PRIVATE ROOM
271130,Tranquil in the heart of Brooklyn 1,Private room
271954,Beautiful brownstone apartment,Entire home/apt
272427,Spacious room on charming block in Greenpoint!,private room
272738,Guest Room in Authentic Williamsburg Factory Loft,private room
274062,Beautiful Room Near Central Park!,PRIVATE ROOM
274329,Fantastic 1-bedroom basement apt.,Entire home/apt
274376,"Private Clinton Hill, Brooklyn Apt",entire home/apt
275976,Lovely 2 bedroom apartment with backyard access,entire home/apt
276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",Entire home/apt
276482,Comfortable Manhattanville.,Private room
277207,Beautiful lrg 1800's syle apt share,Private room
277370,Location wins for East Village Apt,entire home/apt
278090,Furnished room for rent - Manhattan,Private room
279857,#1 Yellow Block BnB/see at Net Flix Show Stay Here,Entire home/apt
279969,Cozy Brownstone Inn I(studio),Entire home/apt
281756,Authentic NY Charming Artist Loft,entire home/apt
281851,Beautiful Private Bedroom - Downstairs,private room
282443,QT STUDIO FOR ROMANTIC COUPLES,entire home/apt
282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",Private room
282863,Cozy & Charming Boerum Hill Flat,Entire home/apt
282977,Park Slope Brooklyn!  Sunny Bedroom.,Private room
283550,Hells Kitchen Ground Fl 1-bedroom,Entire home/apt
284855,Charming Apt in the Best Location!,Entire home/apt
286662,Charming Brooklyn Studio,ENTIRE HOME/APT
287397,Bed Stuy Pride! Welcome to Brooklyn,entire home/apt
287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,ENTIRE HOME/APT
287481,Bright Loft Apt w Skylight in Wburg,Entire home/apt
287839,"Cozy, beautiful doormen studio-",Entire home/apt
287845,Carroll Gardens Gem-2BD with Garden,Entire home/apt
289288,Perfect East Village Apartment,Entire home/apt
289995,Zen Minimalist w/Garden- Bedford L Stop,Entire home/apt
290457,Between Two Bridges 2BD -Whole Apt!,Entire home/apt
291524,BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,Entire home/apt
292047,Gorgeous pvt room in West Village,Private room
292266,Sunny and spacious bedroom,PRIVATE ROOM
293837,"Big Apt for Funky Art /Music Lovers, Outdoor Patio",ENTIRE HOME/APT
294227,Loft Suite @ The Box House Hotel,Entire home/apt
294242,Loft Suite @ The Box House Hotel,ENTIRE HOME/APT
294250,Beautiful New Garden Apartment,Entire home/apt
294259,Loft Suite @ Box House Hotel,Entire home/apt
294263,Loft Suite @ The Box House Hotel,Entire home/apt
294280,Loft Suite @ The Box House Hotel,entire home/apt
294297,"Lovely apt in Williamsburg, BK",Entire home/apt
294353,Williamsburg HUGE SUNNY next2train!,Private room
294490,Loft Suite @ Box House Hotel,Entire home/apt
295379,Have Whole Apt! Prime Williamsburg!,Entire home/apt
295998,Panoramic View Central Park & NYC,entire home/apt
296345,E Williamsburg Apartment with Yard,private room
296361,Nice Private Room Beauty in Queens,Private room
298759,Large Double Room  Queenbed Wifi,Private room
299078,Charming 1BD in SoHo,Entire home/apt
299531,Feel like you never leave your home,Entire home/apt
301034,Furnished Bedroom with private half bath,Private room
302057,Sunny private room featured in film,PRIVATE ROOM
303345,The best studio in town,entire home/apt
304799,Penthouse Studio by Central Park,ENTIRE HOME/APT
305211,Your Own 2 Br Apt Bedford and Grand,ENTIRE HOME/APT
306799,2 rooms; private entrance & bath!,private room
310272,"Private Room in Artist's Home, Stapleton, SI",Private room
310325,Large Sunny Bedroom with Bay Window,Private room
310338,Harlem/Hamilton Heights Sunny Room,private room
310524,Clinton Hill Duplex near Pratt w/Balcony!,Private room
310796,"Sunny 1 BR, West 80s & Central Park",ENTIRE HOME/APT
311343,COMFORTABLE ROOM,Private room
311356,Charming Ridgewood Soulful  Walk-Up,Private room
312429,"Comfortable, well-appointed room",Private room
313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,Entire home/apt
314982,Share in NYC's trendy East Village,Private room
316238,Historic Brooklyn 2-Bedroom Apt,Entire home/apt
317838,APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,Entire home/apt
317905,Come and go as  you please in BKLN!,Entire home/apt
318021,Room in Huge 1200sf W Harlem Suite,private room
318187,"Huge, Sunny, Open Loft in Brooklyn",Entire home/apt
319724,Cozy Nook in Heart of Williamsburg,PRIVATE ROOM
319798,Peaceful Room...,Private room
319844,Cute Room in Historic Loft!,Private room
320865,Harlem on the Range,ENTIRE HOME/APT
320876,Amazing Park Slope Duplex with Deck,Entire home/apt
322037,"Luxury Williamsburg, Brooklyn LOFT",entire home/apt
322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,Private room
322974,Chelsea/Meat Packing  Artist Space!,PRIVATE ROOM
324115,Large Master Bedroom - Williamsburg,private room
325429,Lovely Upper East Yorkville 1 BDRM,Entire home/apt
326832,Cozy Upper East Side Studio,entire home/apt
326956,"Large Cozy Room #2, Landmark Home 1 Block to PRATT",private room
327778,NYC Summer Discount  1 BR Gramercy Apt,entire home/apt
328040,"Awesome views, Central location",ENTIRE HOME/APT
328693,Spacious Manhattan Apartment near Central Park,Entire home/apt
328744,Entire Apt: Sunny 2bd! 15min to NYC,Entire home/apt
329385,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",Private room
333189,Charming private room in New-York,Private room
333323,Cozy bedroom near Times Square,private room
334607,Artist's Flat in Historic Building #10263,Entire home/apt
334781,Queen size sofa bed in Harlem,Private room
335797,Bklyn 6 Beds 1 Bathroom Rental 2,Entire home/apt
335819,Bklyn 4 Beds 1 Bathroom Rental 3,Entire home/apt
335820,4 Beds 2 Bathrooms Rental 1,entire home/apt
336220,Stylish & Quiet NYC Retreat!,Private room
341525,TIMES SQUARE MASTER BEDROOM!,private room
342027,Serenity amidst the busy city,ENTIRE HOME/APT
342995,Unique private room and bathroom in Brownstone,Private room
343276,TIMES SQUARE HOUSE!,PRIVATE ROOM
347865,ARTY 2 BED EAST VILLAGE GEM,entire home/apt
351859,Exquisite Spacious Studio in Midtown,Entire home/apt
352651,COMFORTABLE LARGE ROOM,Private room
352864,Cute Private room in Upper East Side #14,Private room
353317,Lower East Side 1bedroom apt in NYC,Entire home/apt
354095,Large Beautiful East Village 1-Bdrm,Entire home/apt
355106,Big room near Prospect Park! NY!,Private room
357509,Manhattan -  Best Location in Midtown,Entire home/apt
359982,Sunny private room right off L train,private room
360400,Beautiful Room in Manhattan Loft,PRIVATE ROOM
364275,Den of Zen at The Denizen Bushwick,Private room
367810,1400sf Manhattan View Artistic Loft,Private room
369411,"ingefära hus! Private room Williamsburg, Brooklyn",Private room
369567,Private MasterBR w/ View of Museum,private room
369671,LUXURY 2BD/2BTH - HUGE PATIO,Entire home/apt
373618,Authentic designer loft/roof deck best Williamsbrg,Private room
374548,Sunny Retreat with Roof Garden,entire home/apt
375249,Enjoy Staten Island Hospitality,PRIVATE ROOM
378460,Cozy 2 BD in Midtown West,entire home/apt
380416,Park Slope Sunny Studio,Entire home/apt
382524,Cozy room with private bathroom & outside garden,private room
385190,"Beautiful 1 bdrm, Inwood Manhattan",private room
385824,New York City- Riverdale Modern two bedrooms unit,Entire home/apt
386555,A PLACE TO STAY CLOSE TO MANHATTAN,private room
386744,Great room priv/bathrm Eastside location 70's ST,Private room
387377,THERE'S NO PLACE LIKE HOME.........,Entire home/apt
387666,Cozy home in vibrant Manhattan,private room
387735,LOCATION LOCATION LOCATION Sara's,entire home/apt
391955,Charming brownstone apartment,Entire home/apt
392948,Williamsburg near soho .support artist living,Private room
393016,Your Times Square Sanctuary,private room
393094,Designer studio in Luxury Building,Entire home/apt
396636,Stylish Designer Studio with Piano,Entire home/apt
398283,"PARK SLOPE: SWEET, LARGE 2BR DUPLEX",ENTIRE HOME/APT
399946,Light Superhosted Chill LES Apt,Private room
401579,"ECO-APT, free YOGA, 2 new bedrooms. Best location!",Entire home/apt
401836,"Sunny UES 1.5 Bedroom, Sleeps 6",entire home/apt
403056,Large Private Room Near Central Park & Mount Sinai,private room
403264,Luxury room in Manhattan Duplex Apt,Private room
403668,"Gorgeous Sunny, Spacious 1 bdrm in East Village",entire home/apt
404502,ARTIST LOFT+OFFICE in PRIME WILLIAMSBURG!,PRIVATE ROOM
404923,Private Garden Entry,Entire home/apt
405025,LUXE Privé L.I.C. Apt & Garden,Entire home/apt
405408,"Magazine SOHO Studio Loft. 
Read our reviews!",Entire home/apt
406926,Nolita apt. with private garden,Entire home/apt
407469,BROWNSTONE TWO IN BROOKLYN in NYC,Private room
408983,Brooklyn Brownstone full floor/garden ProspectPark,Entire home/apt
409262,"Family friendly,  steps to subway, large garden :)",entire home/apt
409293,Private Sunny Room Near Central Park & Mount Sinai,Private room
411336,"""Simple Perfect Soho""",Entire home/apt
411525,Beautiful Room + Private Balcony,private room
411918,"3 BR apartment Crown Heights, BKLYN",Entire home/apt
412061,Brownstone Sunny & Spacious top fl,entire home/apt
413504,Perfect NYC/Williamsburg Location,PRIVATE ROOM
413775,Midtown East Sutton Area Entire Apt,Entire home/apt
414801,Industrial Brooklyn Loft with Tree-Lined Windows,Entire home/apt
416557,"All Charm: Lush Garden, Huge Kitchen + Quiet",ENTIRE HOME/APT
417685,Bright and Quiet 2 BR in Park Slope,Entire home/apt
418291,"Cozy, bright 1BR avail. in East Village apartment",PRIVATE ROOM
419373,Stylish Loft w/Lovely Backyard,Entire home/apt
419792,Great Apt IDEAL Location 900 SF,entire home/apt
424667,Luxury room + En-suite bath in Times Sq/Midtown W,Private room
424767,"Chic, Spacious Loft + Backyard",Entire home/apt
428226,Bright & Vibrant- The BK experience,Private room
431865,Elegant Uptown Historic District Garden Apartment,Entire home/apt
433218,Lovely 1 bdrm in Prospect Heights!,Entire home/apt
433414,Spacious & Sunny in Prime Brooklyn,Entire home/apt
433914,1 Bedroom Apt - Close to JFK & City,ENTIRE HOME/APT
434792,"1 br. studio duplex,  Park Slope/Gowanus, Brooklyn",ENTIRE HOME/APT
435946,SUNNY ZEN  FULL SERVICE HUGE STUDIO,Entire home/apt
436619,"Tranquil, Artsy, Sunny Bedroom",PRIVATE ROOM
436824,Room in Harlem,Private room
438513,Big Beautiful Brooklyn Apt @ Park!,Entire home/apt
442636,"Private,Affordable, 20 min to NYC!",Entire home/apt
443646,Classy 2.5 BR Brownstone w/ Garden,Entire home/apt
446367,"Best Block, NYC!  July 25-Aug 18",Entire home/apt
448048,"1 BR, Book it 1st then write me",private room
449034,Spacious Loft 5 min to Union Square,PRIVATE ROOM
449130,Your Own Private Entrance Studio in Stylish Duplex,Private room
449660,Art & Music Salon,Private room
450009,Lavender Joy Room in Duplex!,Private room
450577,1 bdrm brownstone-west 70's-1 block Central Park,Entire home/apt
450578,Serene Room...,Private room
452541,Brooklyn Apartment Windsor Terrace,Entire home/apt
453094,Bedroom with Garden at the Back,Private room
453255,"Exciting Lower East Side, Loft Life",Entire home/apt
454929,UNION SQUARE❤️PENTHOUSE 2FL+TERRACE❤️EAST VIllAGE,ENTIRE HOME/APT
455734,"Sunny, spacious 1-bedroom in Upper Manhattan",Entire home/apt
456190,"West Village Loft, 1st floor",Entire home/apt
456526,Central Harlem Comfy Bedroom with Private Bath,private room
457829,Beautiful apartment in the heart of The Village,Entire home/apt
458154,"Cozy private room, williamsburg NYC",private room
458377,Bright Spacious 2 Bedroom/5 Room - wRoof Deck,Entire home/apt
459066,******AMAZING DEAL IN NYC*****,Entire home/apt
460036,Great DEAL Gramercy 1 BDROOM /2beds,entire home/apt
460999,Beautiful duplex apt in Harlem,Entire home/apt
466277,"W'burg 2 bedroom w/ yard & laundry, 5 mins to L",Entire home/apt
466457,"Bright, Bedstuy Gem",Entire home/apt
467569,Curated 1BR on the prettiest block of the LES,Entire home/apt
467634,yahmanscrashpads,shared room
467866,"Our NY home, Greenwich Village apt",Private room
470090,Studio Apt. Lower East - Manhattan,Entire home/apt
470370,PRIVATE ROOM NEW YORK,private room
471712,Beautiful Sunny Apartment in South Harlem,Private room
471914,Brooklyn one-bedroom right by Prospect Park!,Private room
472546,Cozy place,entire home/apt
473592,AMAZING Private 1stop away from NYC 1 block Subway,Private room
476527,1RW- CARRIAGE HOUSE STUDIO OFF CTYD,Entire home/apt
476570,3RE - CARRIAGE HOUSE STUDIO OFF CTYD,Entire home/apt
476571,2RE - CARRIAGE HOUSE STUDIO OFF CTYD,entire home/apt
476983,"PRIVATE Room in Spacious, Quiet Apt",Private room
478053,Great LES / Chinatown bedroom,private room
478385,Sunny Midtown East Apt w/ a Loft!!!,Entire home/apt
479002,Brooklyn Brownstone w/ Beautiful Garden,ENTIRE HOME/APT
479263,Mini Loft Williamsburg Bkln-Bedford,ENTIRE HOME/APT
479867,Williamsburg 2b apartment with deck,Entire home/apt
481022,Super Cute Junior 1BR in LES!!,Entire home/apt
482765,Beautiful Brooklyn Brownstone,private room
483414,Best double Room all included wifi,private room
483485,Downtown Full Floor Loft,Entire home/apt
483505,Perfect & Stylish Williamsburg Apt,Entire home/apt
484312,Loft-Like Park Slope 3bdr Duplex,entire home/apt
488083,Nice apartment with a deck!,entire home/apt
489018,Lovely Central East Village 2 Person Entire Apt,Entire home/apt
489365,PRIME LOCATION STYLISH COMFORT,entire home/apt
489924,South Slope Private Bedroom,private room
489965,A Gem in Harlem - Modern Living,Private room
491123,Cozy Love Nest Prospect Heights,PRIVATE ROOM
491529,3 bdrm family friendly home in central Park Slope,Entire home/apt
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,ENTIRE HOME/APT
493177,Two Bridges District Chinatown NYC,Entire home/apt
493611,Huge sunny artist loft +roof garden,entire home/apt
494937,"The SoHo Loft - Huge Penthouse - 1,200 sqft",Entire home/apt
495249,10min Walk & 15mins to Tourist Spot,Private room
496166,"Beautiful, Spacious 4 BR Brooklyn Brownstone",ENTIRE HOME/APT
498052,Modern private room in condominium,Private room
498859,"NYC 30 min by Subway, Brooklyn 2",Entire home/apt
500845,Trendy Nest in the East Village,Entire home/apt
500886,BEAUTIFUL ROOM IN BKLYN BROWNSTONE,Private room
501082,Private Bdrm & Bath-30-night min-Weekly Maid Serv.,Private room
501098,Private Bedroom in Wooden House,Private room
501693,Room w/pvt bathroom on Central Park,private room
502309,"Sunny Rm #1, Air Conditioner, Park,Express Q train",Private room
502429,Park Slope duplex with backyard,Entire home/apt
503529,HEART OF SOHO The Perfect One Bedroom Apt,Entire home/apt
503722,Hip Stylish WIlliamsburg Studio,Entire home/apt
503790,SLEEK WEST VILLAGE ARTIST STUDIO LOFT,ENTIRE HOME/APT
504362,1760 Sq ft Penthouse apartment,entire home/apt
504437,The biggest small apt in Manhattan,Entire home/apt
505315,Charming ROOM(s)*Lovely BUSHWICK Block*25min->City,Private room
506121,Cozy Room in Lively East Village,PRIVATE ROOM
506527,Modern Sunny 2 Bedroom Apartment,ENTIRE HOME/APT
506571,Large sunny 1br apt in East Village,ENTIRE HOME/APT
506575,Bronx Room Near Yankees + Harlem,private room
507393,Ready private furnished room w/Wifi,Private room
509989,Artist's Ditmas Pk 5 bedroom house,Entire home/apt
510218,Spacious Upper West Side 1-Bedroom,Entire home/apt
512209,Your own townhouse in Bklyn Heights,Entire home/apt
512210,The Brooklyn Woodworker 3bdrm/2bth,entire home/apt
512775,The Cottage / 1500 sqft. of Privacy,Entire home/apt
513688,Boerum Hill Brownstone Garden Duplx,Entire home/apt
514457,Brownstone Beauty with Deck,entire home/apt
515392,Beautiful Brand New Chelsea Studio,Entire home/apt
516452,"Big, Bright, and Beautiful",Entire home/apt
516791,Lovely Brooklyn Apt,Entire home/apt
518566,"Gorgeous, charming Upper East private room",Private room
518576,3 bedroom duplex apt with backyard,Entire home/apt
518960,Cozy and quiet with secret garden,Entire home/apt
519310,YOU ROOM IN NYC,Private room
